,carat,cut,color,clarity,depth,table,price,x,y,z
35564,0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75
13621,1.01,Premium,D,SI1,62.8,60.0,5939,6.42,6.36,4.01
32188,0.46,Very Good,J,VS1,62.5,58.0,874,4.87,4.92,3.06
17716,1.67,Very Good,J,SI1,62.3,59.0,7911,7.59,7.63,4.74
5149,0.9,Ideal,I,VS1,62.4,56.0,3867,6.14,6.19,3.85
15115,0.3,Very Good,H,VS2,63.5,59.0,608,4.27,4.2,2.69
19650,1.5,Premium,F,SI2,61.4,60.0,9374,7.34,7.28,4.49
19072,1.52,Good,H,SI1,64.1,59.0,8915,7.11,7.18,4.58
18098,1.5,Fair,E,SI2,59.9,68.0,8190,7.39,7.3,4.4
41533,0.5,Premium,G,VS1,59.7,60.0,1624,5.11,5.14,3.06
37074,0.41,Ideal,F,VS2,62.7,57.0,1107,4.78,4.73,2.98
44268,0.71,Very Good,I,SI1,61.9,58.0,1898,5.66,5.69,3.51
33295,0.32,Ideal,G,IF,61.9,53.0,918,4.42,4.47,2.75
13065,1.24,Premium,F,SI2,62.2,58.0,5741,6.86,6.8,4.25
20239,1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25
17562,1.5,Premium,H,SI2,62.2,60.0,7812,7.29,7.24,4.52
24506,2.02,Ideal,I,SI1,61.9,58.0,15942,8.07,8.18,5.03
23902,2.0,Very Good,E,SI2,63.4,60.0,14763,7.97,7.92,5.04
14241,1.01,Premium,D,SI1,62.0,60.0,6176,6.4,6.37,3.96
16007,1.19,Good,E,VS2,57.4,60.0,6937,6.9,7.0,3.99
29361,0.38,Ideal,G,VS2,61.5,54.4,768,4.65,4.7,2.88
24892,2.01,Good,E,SI2,60.0,64.0,16733,8.17,8.09,4.88
27426,0.41,Very Good,E,SI1,59.3,61.0,705,4.8,4.84,2.86
15053,1.01,Good,E,VS2,58.9,62.0,6517,6.55,6.63,3.88
2818,0.35,Premium,H,SI2,61.6,58.0,566,4.54,4.49,2.78
38802,0.57,Premium,F,SI1,61.1,60.0,1257,5.44,5.33,3.24
33718,0.39,Ideal,F,VS1,61.9,55.2,939,4.66,4.7,2.89
5362,1.11,Good,J,SI1,63.6,58.0,3916,6.57,6.48,4.15
35375,0.5,Very Good,I,VS1,63.1,56.0,1013,5.07,5.01,3.18
41579,0.5,Very Good,D,VS2,61.2,56.0,1628,5.14,5.16,3.15
6385,1.5,Premium,G,I1,60.4,55.0,4140,7.4,7.32,4.45
37209,0.35,Ideal,E,VVS1,60.7,57.0,1116,4.57,4.53,2.76
15169,1.2,Very Good,I,VVS2,59.9,55.0,6558,6.88,6.94,4.14
47232,0.31,Premium,G,VS2,61.5,60.0,544,4.31,4.34,2.66
46821,0.81,Premium,G,SI2,59.0,57.0,2274,6.14,6.1,3.61
33844,0.33,Very Good,E,VVS1,61.8,54.0,945,4.47,4.49,2.77
13246,1.22,Ideal,H,SI2,61.1,57.0,5807,6.9,5.92,4.22
18318,1.74,Premium,J,VS2,61.9,62.0,8364,7.62,7.54,4.7
22640,1.5,Good,F,VS2,60.2,58.0,12693,7.31,7.35,4.41
28305,0.31,Very Good,D,SI1,63.5,55.0,732,4.3,4.27,2.72
29032,0.32,Ideal,D,VS2,62.1,56.0,758,4.39,4.43,2.74
37328,0.32,Ideal,J,VVS1,62.3,54.0,494,4.41,4.43,2.75
29191,0.34,Ideal,H,VS1,62.7,55.0,765,4.51,4.48,2.82
48078,0.7,Very Good,H,VS2,62.8,58.0,2429,5.67,5.7,3.57
31318,0.5,Premium,E,I1,61.4,60.0,840,5.18,5.03,3.14
1965,0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
987,0.31,Premium,E,SI2,60.9,60.0,558,4.38,4.35,2.66
18409,1.0,Premium,F,VVS2,59.9,60.0,8448,6.46,6.5,3.88
25176,1.7,Ideal,F,VS2,62.4,57.0,17360,7.65,7.57,4.75
9357,0.97,Premium,F,SI1,59.9,59.0,4726,6.39,6.36,3.82
38600,0.5,Ideal,D,SI2,61.6,57.0,1239,5.1,5.13,3.15
32615,0.31,Ideal,G,IF,61.4,55.0,891,4.35,4.38,2.68
27521,0.28,Very Good,F,VVS2,61.6,56.0,707,4.2,4.23,2.59
4963,0.3,Premium,G,SI1,58.8,60.0,574,4.39,4.35,2.57
43290,0.58,Ideal,F,VS2,60.6,55.0,1798,5.4,5.43,3.28
21635,0.3,Ideal,G,SI2,62.0,55.0,422,4.28,4.33,2.67
39894,0.57,Ideal,F,SI2,61.9,58.0,1376,5.34,5.32,3.3
32309,0.3,Premium,H,VVS1,62.5,59.0,878,4.29,4.26,2.67
30632,0.32,Ideal,G,VVS1,61.4,57.0,814,4.42,4.44,2.72
2928,1.01,Premium,I,SI1,62.7,58.0,3337,6.4,6.33,3.99
15496,1.2,Ideal,H,SI1,61.3,57.0,6675,6.81,6.85,4.19
44146,0.34,Ideal,D,I1,62.5,57.0,530,4.49,4.47,2.8
30412,0.38,Ideal,E,VS2,62.0,54.2,805,4.66,4.68,2.89
30358,0.33,Ideal,E,VS1,60.0,57.0,802,4.5,4.47,2.69
48919,0.7,Ideal,G,SI1,61.9,58.0,2567,5.66,5.69,3.51
46960,0.53,Ideal,E,VVS2,62.4,56.0,2288,5.15,5.17,3.22
31381,0.42,Ideal,F,SI1,60.8,54.0,843,4.83,4.94,2.97
45985,0.32,Premium,G,SI2,62.7,58.0,540,4.39,4.35,2.74
20529,1.5,Fair,H,VS2,65.2,58.0,10206,7.12,7.06,4.62
40579,0.57,Ideal,G,SI1,62.3,54.0,1441,5.34,5.35,3.33
44171,0.56,Premium,E,VS2,58.8,59.0,1882,5.45,5.36,3.18
34361,0.34,Ideal,D,VS2,61.4,55.0,967,4.51,4.54,2.78
26777,0.32,Premium,J,IF,61.2,59.0,684,4.44,4.41,2.71
4383,0.92,Premium,F,SI1,62.6,59.0,3684,6.23,6.19,3.89
47276,0.72,Ideal,D,SI2,61.2,57.0,2328,5.76,5.8,3.54
17084,1.5,Ideal,J,VS2,61.6,58.0,7515,7.33,7.38,4.53
31839,0.32,Ideal,E,VVS1,60.7,55.0,860,4.42,4.45,2.69
7443,0.72,Very Good,E,VVS1,60.8,58.0,4339,5.79,5.83,3.53
11885,1.21,Very Good,G,SI2,59.3,59.0,5364,6.97,7.0,4.14
14306,1.0,Ideal,F,VS2,62.8,57.0,6209,6.35,6.3,3.97
38539,0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45
25890,0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
26998,0.34,Very Good,H,VS2,63.2,55.0,689,4.5,4.46,2.83
17142,1.03,Ideal,F,VS2,60.2,54.0,7550,6.64,6.61,3.99
39817,0.41,Ideal,E,VVS1,60.7,57.0,1367,4.8,4.85,2.93
6598,1.01,Very Good,H,SI2,58.9,60.0,4185,6.62,6.58,3.89
49994,0.72,Premium,D,SI1,62.7,59.0,2757,5.69,5.73,3.58
40424,0.34,Good,G,SI1,63.9,58.0,507,4.4,4.43,2.82
32806,0.41,Premium,G,VS1,62.5,59.0,899,4.73,4.77,2.97
36600,0.41,Premium,E,VS1,62.3,59.0,1079,4.74,4.76,2.96
21658,0.33,Premium,D,SI2,62.1,58.0,631,4.43,4.4,2.74
7203,1.01,Very Good,F,SI2,63.2,58.0,4299,6.43,6.3,4.02
19278,1.51,Very Good,E,SI2,62.8,59.0,9058,7.24,7.31,4.57
45243,0.55,Ideal,E,VS2,62.5,56.0,2030,5.26,5.23,3.28
28946,0.32,Premium,D,SI1,61.5,59.0,756,4.42,4.39,2.71
9245,0.33,Good,H,SI2,63.5,57.0,416,4.36,4.39,2.78
44680,0.53,Premium,E,VS1,58.5,61.0,1950,5.39,5.28,3.12
4856,1.21,Very Good,E,I1,63.3,63.0,3795,6.72,6.67,4.24
8698,0.9,Ideal,F,SI2,61.8,56.0,4593,6.18,6.21,3.83
19359,1.05,Ideal,F,VVS2,61.5,57.0,9138,6.51,6.57,4.02
17408,1.24,Ideal,H,VS2,60.1,59.0,7701,6.99,7.03,4.21
7572,1.0,Very Good,F,SI2,61.1,61.0,4372,6.35,6.38,3.89
28030,0.33,Ideal,E,VS2,62.3,56.0,723,4.46,4.47,2.78
11078,1.0,Good,G,VS2,63.8,59.0,5148,6.26,6.34,4.02
15654,1.11,Ideal,I,VS1,61.2,57.0,6758,6.67,6.7,4.09
30416,0.34,Ideal,E,VS1,62.4,55.0,805,4.44,4.47,2.78
20724,0.31,Very Good,H,VS2,63.2,58.0,628,4.33,4.31,2.73
10472,1.12,Premium,H,SI1,62.4,56.0,4994,6.74,6.63,4.17
41231,0.51,Ideal,D,VS2,61.9,55.0,1597,5.15,5.19,3.2
8496,1.05,Premium,F,SI2,62.6,59.0,4557,6.47,6.43,4.04
34469,0.32,Premium,D,VS2,60.3,60.0,972,4.44,4.42,2.67
18477,1.56,Ideal,E,SI2,61.2,56.0,8518,7.53,7.49,4.59
40241,0.57,Premium,E,SI2,61.2,57.0,1414,5.35,5.31,3.26
9178,1.07,Premium,F,SI2,60.3,58.0,4700,6.68,6.62,4.01
48484,0.33,Very Good,F,SI1,62.8,58.0,550,4.4,4.42,2.77
31786,0.32,Ideal,I,VS2,61.5,54.0,466,4.43,4.45,2.73
20517,1.51,Ideal,H,VS1,61.2,58.0,10186,7.36,7.42,4.52
16636,1.11,Ideal,F,VS2,60.4,58.0,7275,6.73,6.66,4.04
511,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58
24091,1.72,Ideal,H,VS2,61.9,56.0,15197,7.7,7.75,4.78
22152,1.11,Ideal,D,VVS2,63.0,57.0,12016,6.58,6.65,4.17
3333,0.77,Premium,D,VS2,61.2,59.0,3428,5.91,5.86,3.6
47511,0.72,Ideal,H,SI1,61.7,54.0,2359,5.77,5.81,3.57
36409,0.3,Ideal,H,VS2,62.3,56.0,491,4.29,4.31,2.68
24789,0.32,Good,F,VS2,63.4,57.0,645,4.32,4.36,2.75
28543,0.38,Ideal,H,VS2,62.2,57.0,741,4.61,4.66,2.89
38143,0.38,Ideal,D,VVS2,61.5,56.0,1200,4.64,4.66,2.86
25444,1.7,Ideal,F,VS2,62.3,56.0,18055,7.65,7.61,4.75
33518,0.33,Ideal,E,VS2,62.1,57.0,928,4.44,4.41,2.75
6074,0.91,Very Good,G,SI1,63.5,58.0,4081,6.15,6.04,3.87
40674,0.54,Ideal,I,VS1,63.1,55.0,1453,5.18,5.22,3.27
49181,0.72,Ideal,E,SI1,62.1,57.0,2608,5.71,5.75,3.56
19054,1.21,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17
6940,1.1,Good,F,SI2,63.8,56.0,4244,6.53,6.48,4.15
12901,1.23,Good,D,SI2,60.5,64.0,5689,6.94,6.88,4.18
33170,0.4,Very Good,E,VS2,62.2,56.0,912,4.72,4.74,2.94
24236,1.51,Very Good,F,VS1,61.7,59.0,15440,7.29,7.33,4.51
17849,1.02,Ideal,F,VS1,61.0,56.0,8011,6.49,6.52,3.97
38962,0.57,Very Good,J,VS1,62.9,57.0,1270,5.25,5.28,3.31
7222,0.9,Premium,D,SI1,61.5,58.0,4304,6.21,6.15,3.8
4697,1.14,Ideal,F,I1,61.7,57.0,3755,6.67,6.7,4.13
21881,1.34,Ideal,G,VVS1,62.2,56.0,11640,7.11,7.04,4.4
305,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56
35768,0.36,Premium,E,VVS1,62.4,56.0,1035,4.57,4.53,2.84
5378,1.01,Premium,F,SI1,62.8,59.0,3920,6.4,6.36,4.01
15582,1.2,Premium,H,VS1,58.5,61.0,6720,6.98,6.93,4.07
8573,0.94,Ideal,D,SI1,62.3,57.0,4575,6.24,6.29,3.9
25511,2.09,Very Good,I,VS1,62.9,57.0,18215,8.09,8.13,5.1
49154,0.7,Very Good,E,SI1,62.3,57.0,2604,5.63,5.7,3.53
28432,0.32,Ideal,D,VS1,61.8,56.0,736,4.39,4.41,2.72
40817,0.61,Premium,F,SI1,62.4,59.0,1547,5.37,5.33,3.34
24940,2.42,Ideal,H,SI2,62.3,57.0,16826,8.62,8.55,5.35
662,0.34,Good,G,VS2,57.5,61.0,556,4.6,4.66,2.66
33471,0.32,Ideal,F,VVS1,61.4,56.0,926,4.38,4.42,2.7
28981,0.37,Very Good,E,VS2,60.6,58.0,757,4.62,4.65,2.81
527,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2
41959,0.51,Premium,G,VS1,62.1,58.0,1662,5.12,5.09,3.17
48909,0.91,Premium,F,SI2,59.8,58.0,2564,6.29,6.26,3.75
8631,0.32,Premium,D,SI1,60.8,58.0,589,4.41,4.44,2.69
20165,1.57,Premium,I,VS2,62.5,58.0,9847,7.5,7.42,4.66
41195,0.51,Ideal,F,VS2,61.9,55.0,1591,5.11,5.15,3.18
24064,2.03,Ideal,H,SI2,61.8,56.0,15143,8.1,8.15,5.02
32004,0.42,Good,I,VVS1,59.2,61.0,867,4.88,4.91,2.9
40627,0.52,Very Good,D,SI1,63.2,57.0,1446,5.11,5.15,3.24
49609,0.74,Very Good,G,SI1,61.6,58.0,2690,5.78,5.81,3.57
21527,1.52,Good,G,VS2,63.3,57.0,11235,7.27,7.32,4.62
45070,0.34,Very Good,H,VS2,62.4,60.0,537,4.41,4.44,2.76
39461,0.35,Ideal,D,VVS1,60.8,55.0,1330,4.58,4.6,2.79
17610,0.3,Ideal,E,VS2,61.3,57.0,621,4.3,4.34,2.65
903,0.73,Ideal,E,SI2,61.5,55.0,2896,5.82,5.86,3.59
7588,1.04,Very Good,G,SI2,62.6,58.0,4375,6.42,6.49,4.04
44285,0.57,Very Good,F,VVS2,63.2,56.0,1902,5.28,5.32,3.35
14329,1.03,Very Good,F,VS2,63.4,62.0,6218,6.34,6.31,4.01
15414,1.01,Very Good,E,VS2,62.9,58.0,6666,6.36,6.39,4.01
13881,0.3,Good,G,VS1,63.6,57.0,605,4.23,4.26,2.7
48097,0.53,Ideal,E,VVS2,61.8,55.0,2433,5.16,5.19,3.2
41020,0.51,Premium,F,VS2,60.1,59.0,1574,5.2,5.18,3.12
39394,0.48,Premium,E,VS2,62.5,61.0,1323,5.01,4.97,3.12
6389,0.82,Very Good,F,VVS2,63.1,59.0,4141,5.91,5.97,3.75
24550,3.01,Ideal,J,SI2,61.7,58.0,16037,9.25,9.2,5.69
9652,0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
41538,0.52,Ideal,F,VS2,61.3,57.0,1624,5.22,5.19,3.19
9106,1.09,Good,D,SI2,63.8,60.0,4682,6.57,6.49,4.16
37926,0.26,Good,F,VS1,63.1,57.0,499,4.04,4.07,2.56
16015,1.28,Premium,H,SI1,62.3,58.0,6946,7.0,6.94,4.34
1532,0.9,Good,H,SI2,63.1,55.0,3024,6.08,6.13,3.85
35059,0.41,Ideal,G,VVS1,61.8,55.0,1000,4.76,4.79,2.95
15657,1.01,Fair,F,VS1,64.7,54.0,6759,6.33,6.28,4.08
9449,1.1,Ideal,G,SI2,62.1,56.0,4750,6.63,6.61,4.11
23021,2.11,Premium,H,SI2,61.0,58.0,13233,8.31,8.27,5.06
47228,0.31,Very Good,H,VS1,61.8,61.0,544,4.32,4.36,2.68
43013,0.54,Premium,F,VS1,60.0,59.0,1770,5.3,5.23,3.16
13888,0.3,Premium,F,VS2,60.4,58.0,605,4.31,4.33,2.61
24575,2.0,Very Good,H,SI1,60.3,61.0,16092,8.11,8.17,4.91
9678,1.04,Ideal,F,SI2,62.2,56.0,4797,6.45,6.48,4.02
15410,1.26,Premium,H,SI1,62.2,58.0,6664,6.93,6.87,4.29
48514,0.7,Very Good,G,VS2,59.6,60.0,2501,5.71,5.8,3.43
18366,1.54,Premium,E,SI2,59.9,60.0,8408,7.49,7.38,4.46
24661,1.64,Ideal,G,VS2,61.5,56.0,16297,7.59,7.62,4.68
3685,0.9,Very Good,I,VS2,63.3,58.0,3519,6.07,6.13,3.86
11202,1.08,Ideal,I,VS2,61.9,57.0,5172,6.54,6.61,4.07
37169,0.33,Premium,G,VVS1,62.1,58.0,1114,4.43,4.4,2.74
13421,1.21,Premium,H,SI1,62.5,60.0,5871,6.77,6.7,4.21
27299,0.42,Premium,D,SI2,60.1,58.0,700,4.83,4.88,2.92
49411,0.72,Ideal,I,VS2,61.2,57.0,2650,5.75,5.79,3.53
11564,1.24,Premium,J,VS2,61.8,57.6,5265,6.84,6.88,4.24
33521,0.33,Premium,E,VS2,61.7,60.0,928,4.45,4.4,2.73
31644,0.31,Ideal,E,VVS1,61.7,56.0,853,4.38,4.4,2.71
8142,1.01,Fair,E,SI1,65.1,61.0,4480,6.27,6.24,4.07
8644,0.32,Good,D,SI1,63.6,56.0,589,4.34,4.37,2.77
4063,0.31,Good,D,SI1,63.9,54.0,571,4.27,4.3,2.74
47259,0.7,Ideal,H,SI2,61.6,56.0,2326,5.77,5.72,3.53
43776,0.7,Good,J,VS2,63.2,61.0,1843,5.59,5.62,3.54
31018,0.32,Ideal,G,VS1,62.0,56.0,828,4.41,4.37,2.72
43634,0.43,Ideal,E,VVS1,61.0,57.0,1827,4.85,4.88,2.97
19727,1.04,Ideal,G,VVS2,61.7,56.0,9465,6.5,6.54,4.02
18822,1.15,Ideal,F,VVS2,62.1,55.0,8743,6.69,6.74,4.17
44606,0.5,Very Good,F,VVS2,62.7,56.0,1942,5.08,5.03,3.17
34837,0.31,Premium,G,IF,61.6,55.0,988,4.42,4.38,2.71
30194,0.31,Ideal,E,VS1,61.3,55.0,800,4.4,4.43,2.7
17579,1.01,Premium,G,VVS2,61.9,59.0,7821,6.41,6.45,3.98
21608,1.7,Ideal,I,VS2,61.7,56.0,11360,7.72,7.64,4.74
25654,2.1,Ideal,H,SI1,62.9,57.0,18648,8.19,8.12,5.13
11341,1.23,Very Good,J,VS2,62.9,58.0,5217,6.75,6.83,4.27
2175,0.83,Ideal,G,SI1,61.8,55.0,3171,6.05,6.09,3.75
44331,0.67,Ideal,G,VS2,61.4,57.0,1910,5.7,5.67,3.49
8816,1.0,Good,I,VS1,59.6,61.0,4624,6.48,6.53,3.88
15510,1.02,Premium,G,VS1,62.0,56.0,6683,6.5,6.43,4.01
13111,1.01,Premium,G,VS2,61.2,58.0,5759,6.46,6.49,3.96
14425,1.0,Fair,E,VS2,57.4,58.0,6268,6.57,6.64,3.79
19934,1.06,Ideal,D,VS1,62.0,57.0,9625,6.49,6.54,4.04
15065,1.5,Good,J,SI1,64.5,56.0,6523,7.09,7.18,4.6
35610,0.35,Ideal,H,VVS1,61.7,56.0,1024,4.55,4.53,2.8
4521,0.9,Premium,I,VS1,61.0,55.0,3720,6.29,6.27,3.83
6402,1.05,Premium,J,VS2,61.1,58.0,4145,6.56,6.51,3.99
17738,1.21,Very Good,F,VS2,63.5,55.0,7928,6.77,6.71,4.28
37515,0.5,Good,D,SI2,57.1,63.0,1141,5.23,5.27,3.0
40016,0.54,Very Good,G,SI1,63.8,57.0,1392,5.16,5.19,3.3
42611,0.53,Very Good,G,VVS2,60.5,59.0,1724,5.24,5.29,3.19
47174,0.56,Ideal,F,VVS2,60.3,56.0,2318,5.39,5.35,3.24
1099,0.9,Good,H,SI2,62.7,64.0,2934,6.0,6.09,3.79
9664,0.93,Premium,G,VS1,62.1,59.0,4793,6.21,6.16,3.84
14717,1.2,Very Good,E,SI1,63.2,57.0,6373,6.75,6.69,4.25
20,0.23,Very Good,E,VS2,63.8,55.0,352,3.85,3.92,2.48
25010,2.14,Premium,I,VS2,60.7,59.0,17038,8.28,8.33,5.04
46836,0.7,Very Good,G,SI1,62.8,57.0,2276,5.62,5.66,3.54
15715,1.01,Premium,E,VS2,60.4,58.0,6787,6.51,6.47,3.92
48453,0.71,Ideal,E,SI1,61.7,56.0,2494,5.74,5.77,3.55
11748,1.02,Premium,H,VS2,62.5,56.0,5312,6.45,6.42,4.02
45025,0.7,Very Good,J,VS2,63.2,57.0,1997,5.63,5.66,3.57
43008,0.53,Good,G,VVS2,64.3,58.0,1769,5.11,5.15,3.3
47525,1.2,Premium,F,I1,62.9,58.0,2360,6.86,6.79,4.29
46114,0.7,Very Good,F,SI1,59.8,59.0,2161,5.78,5.82,3.47
6443,1.0,Premium,F,SI2,59.4,62.0,4155,6.4,6.37,3.79
36061,0.53,Ideal,I,SI1,62.8,57.0,1052,5.15,5.2,3.25
8163,1.04,Ideal,I,SI1,62.2,56.0,4484,6.51,6.47,4.04
35812,0.31,Very Good,H,VS2,62.5,54.0,489,4.35,4.39,2.73
14255,1.2,Good,H,SI1,64.2,60.0,6182,6.68,6.62,4.27
47252,0.31,Premium,I,VVS2,62.1,58.0,544,4.3,4.33,2.68
34633,0.43,Ideal,E,VS1,61.2,56.0,981,4.89,4.94,3.01
12699,1.21,Very Good,J,VS1,59.3,57.0,5604,6.98,7.04,4.16
10908,1.16,Ideal,E,SI2,62.7,56.0,5093,6.73,6.69,4.21
40421,0.34,Premium,D,SI2,60.8,60.0,507,4.49,4.53,2.74
25093,0.33,Ideal,I,VVS1,62.2,54.0,646,4.43,4.45,2.76
44350,0.58,Ideal,G,VS1,61.8,55.0,1911,5.35,5.39,3.32
5007,0.86,Ideal,E,SI2,61.8,57.0,3828,6.1,6.13,3.78
19523,1.27,Ideal,G,VS1,59.6,57.0,9262,7.06,7.09,4.22
14002,1.44,Ideal,G,I1,63.2,55.0,6096,7.21,7.18,4.54
28349,0.31,Ideal,E,VS1,61.6,57.0,734,4.32,4.35,2.67
24583,2.38,Very Good,J,VS2,62.6,59.0,16126,8.49,8.52,5.32
32243,0.41,Ideal,E,SI2,60.7,57.0,876,4.85,4.81,2.93
20439,1.7,Premium,G,SI2,58.9,62.0,10091,7.79,7.72,4.57
14642,1.22,Ideal,E,SI2,62.7,57.0,6343,6.84,6.81,4.28
33550,0.43,Very Good,D,VS2,59.1,58.0,931,4.92,4.96,2.92
21134,2.0,Premium,G,SI2,60.7,60.0,10833,8.13,8.07,4.92
43663,0.58,Ideal,G,VS1,60.1,55.0,1830,5.44,5.4,3.26
19708,1.6,Ideal,H,SI2,62.1,56.0,9444,7.51,7.43,4.64
7883,1.2,Premium,J,VS2,58.0,59.0,4435,6.98,6.92,4.03
31622,0.31,Ideal,D,VS2,61.8,55.0,852,4.33,4.36,2.69
22631,2.01,Good,I,SI2,64.6,57.0,12681,7.82,7.88,5.07
8722,1.06,Ideal,H,SI1,60.8,54.0,4602,6.64,6.61,4.03
27617,0.3,Ideal,I,VVS1,62.3,55.0,709,4.29,4.28,2.67
36179,0.52,Good,H,SI1,57.6,61.0,1056,5.34,5.32,3.07
20852,1.51,Premium,H,VS2,61.5,58.0,10548,7.45,7.32,4.45
3107,0.27,Very Good,E,VS1,63.8,60.0,407,4.03,4.09,2.59
7925,0.8,Good,E,VS1,60.2,54.0,4444,6.04,6.01,3.63
45481,0.52,Very Good,F,VVS2,58.9,60.0,2064,5.23,5.3,3.1
24555,1.56,Ideal,G,VS1,61.3,56.0,16052,7.48,7.44,4.57
26269,0.33,Ideal,G,VS1,61.9,54.0,666,4.44,4.48,2.76
35889,0.36,Ideal,D,VVS2,61.6,57.0,1042,4.56,4.59,2.82
14755,1.36,Good,E,SI2,58.0,64.0,6397,7.26,7.19,4.19
40794,0.51,Premium,G,VS2,62.7,58.0,1546,5.12,5.09,3.2
11481,1.2,Ideal,H,VS1,61.9,57.0,5242,6.77,6.73,4.18
12225,1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33
30802,0.34,Premium,G,VS1,62.2,55.0,821,4.52,4.48,2.8
23979,1.56,Ideal,G,VS1,61.3,56.0,14957,7.46,7.51,4.59
27075,0.33,Premium,I,IF,62.1,58.0,694,4.39,4.43,2.74
1300,0.75,Very Good,E,SI1,60.2,60.0,2968,5.89,5.93,3.56
3521,0.9,Good,F,SI2,57.9,62.0,3470,6.23,6.35,3.64
43029,0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15
20209,1.52,Good,H,SI1,63.6,57.0,9898,7.25,7.3,4.63
35342,0.36,Premium,E,VS2,61.8,58.0,1013,4.57,4.52,2.81
6500,0.33,Ideal,H,VS1,61.8,56.0,579,4.41,4.46,2.74
33115,0.3,Ideal,D,VS2,61.4,54.0,911,4.34,4.33,2.66
37314,0.33,Ideal,D,SI2,61.1,57.0,492,4.47,4.5,2.74
44577,0.63,Very Good,D,SI1,62.8,57.0,1939,5.46,5.49,3.44
16388,0.33,Very Good,H,VVS2,61.6,56.0,614,4.44,4.47,2.74
21984,0.25,Very Good,F,VVS1,61.1,57.0,633,4.05,4.08,2.48
42019,0.59,Ideal,E,SI1,61.4,56.0,1664,5.36,5.39,3.3
18249,1.21,Ideal,G,VS2,61.5,56.0,8294,6.83,6.88,4.22
20473,1.07,Ideal,E,VVS2,62.3,56.0,10133,6.51,6.61,4.09
9711,1.01,Premium,D,SI2,61.5,56.0,4805,6.46,6.39,3.95
41092,0.33,Ideal,H,VS2,61.2,55.0,521,4.45,4.47,2.73
17884,1.57,Ideal,J,SI1,62.0,55.6,8035,7.43,7.47,4.62
19615,1.61,Premium,I,VS2,58.4,59.0,9341,7.73,7.68,4.5
48936,0.7,Good,D,SI1,61.6,62.0,2570,5.67,5.72,3.51
37828,0.57,Very Good,G,SI2,60.5,56.0,1171,5.41,5.44,3.28
1064,0.7,Very Good,F,VS1,64.5,58.0,2925,5.55,5.59,3.59
25382,0.28,Premium,E,VVS1,61.3,60.0,646,4.18,4.21,2.57
38344,0.42,Ideal,F,VVS2,62.1,55.0,1221,4.81,4.79,2.98
29815,0.4,Good,D,VS2,63.2,57.0,786,4.65,4.71,2.96
45869,0.7,Fair,F,SI1,66.0,56.0,2121,5.59,5.56,3.68
31913,0.3,Ideal,G,IF,61.5,55.0,863,4.33,4.35,2.67
7333,0.7,Ideal,D,VS1,61.4,57.0,4323,5.71,5.76,3.52
6106,0.81,Ideal,D,VS2,62.1,56.0,4087,6.01,5.98,3.72
9963,1.0,Very Good,E,SI1,61.9,62.0,4864,6.34,6.4,3.94
14507,0.24,Very Good,F,VVS1,60.4,56.0,608,4.05,4.07,2.45
14847,1.02,Ideal,G,VS2,62.8,57.0,6418,6.36,6.45,4.02
33100,0.3,Premium,D,VS2,62.0,59.0,911,4.27,4.22,2.63
20373,1.34,Ideal,G,VS1,62.7,57.0,10070,7.1,7.04,4.43
3692,0.9,Very Good,F,SI2,62.3,58.0,3519,6.16,6.19,3.85
6866,0.9,Premium,H,VS1,62.1,59.0,4234,6.14,6.09,3.8
36158,0.51,Premium,G,SI2,63.0,61.0,1056,5.08,4.99,3.17
46713,0.67,Good,D,SI1,63.8,57.0,2258,5.53,5.48,3.51
7814,1.1,Very Good,H,SI2,62.9,58.0,4422,6.53,6.56,4.12
17464,1.64,Very Good,J,SI1,62.6,59.0,7739,7.45,7.51,4.68
6734,0.9,Premium,E,SI1,61.3,60.0,4209,6.19,6.14,3.78
4288,0.91,Premium,I,VS1,61.9,57.0,3669,6.24,6.19,3.85
20291,1.02,Premium,F,VVS1,60.8,58.0,9980,6.56,6.46,3.96
40506,0.51,Very Good,H,VS2,61.4,55.8,1436,5.14,5.19,3.17
24514,1.5,Very Good,E,VS1,59.0,62.0,15957,7.45,7.47,4.4
26875,0.25,Very Good,F,VS1,62.1,58.0,436,4.0,4.05,2.5
6787,0.33,Ideal,G,VS2,61.2,55.0,579,4.46,4.52,2.75
24329,1.71,Premium,G,VS2,59.3,60.0,15671,7.86,7.81,4.65
5631,0.82,Ideal,E,SI1,61.8,53.0,3979,6.02,6.05,3.73
32095,0.27,Very Good,F,VS2,63.3,58.0,470,4.08,4.1,2.59
